time_elapsed,voltage,temperature,pH_uncorrected
0.01746392250061035,-3.349235356430974,1,7.875486969490734
0.34145307540893555,-3.3568770835666903,1,7.879319345705365
0.4340493679046631,-3.3466881140524016,1,7.874209510752524
0.5108840465545654,-3.3594243259452625,1,7.8805968044435755
0.5897142887115479,-3.3594243259452625,1,7.8805968044435755
0.6818888187408447,-3.3594243259452625,1,7.8805968044435755
0.7614357471466064,-3.3568770835666903,1,7.879319345705365
0.839569091796875,-3.367066053080979,1,7.8844291806582065
0.9179761409759521,-3.354329841188118,1,7.878041886967155
0.9948217868804932,-3.3619715683238347,1,7.8818742631817855
1.0730180740356445,-3.3594243259452625,1,7.8805968044435755
1.1352484226226807,-3.3390463869166886,1,7.870377134537895
1.2141997814178467,-3.3441408716738295,1,7.872932052014314
1.2918949127197266,-3.3415936292952573,1,7.871654593276103
1.3687212467193604,-3.3466881140524016,1,7.874209510752524
1.4463343620300293,-3.3594243259452625,1,7.8805968044435755
1.525338888168335,-3.349235356430974,1,7.875486969490734
1.6029982566833496,-3.354329841188118,1,7.878041886967155
1.6810274124145508,-3.3441408716738295,1,7.872932052014314
1.7595994472503662,-3.354329841188118,1,7.878041886967155
1.83693528175354,-3.3415936292952573,1,7.871654593276103
1.9302093982696533,-3.3568770835666903,1,7.879319345705365
2.007007598876953,-3.3619715683238347,1,7.8818742631817855
2.100590467453003,-3.3390463869166886,1,7.870377134537895
2.1787755489349365,-3.3415936292952573,1,7.871654593276103
2.258695125579834,-3.354329841188118,1,7.878041886967155
2.3387062549591064,-3.316121205509539,1,7.858880005894003
2.4180221557617188,-3.3390463869166886,1,7.870377134537895
2.497667074203491,-3.367066053080979,1,7.8844291806582065
2.5756452083587646,-3.3619715683238347,1,7.8818742631817855
2.6553447246551514,-3.364518810702407,1,7.8831517219199965
2.7340617179870605,-3.3619715683238347,1,7.8818742631817855
2.811901330947876,-3.351782598809546,1,7.876764428228945
2.8911008834838867,-3.364518810702407,1,7.8831517219199965
2.9684407711029053,-3.354329841188118,1,7.878041886967155
3.047246217727661,-3.3441408716738295,1,7.872932052014314
3.125335693359375,-3.354329841188118,1,7.878041886967155
3.203230857849121,-3.354329841188118,1,7.878041886967155
3.2799766063690186,-3.3441408716738295,1,7.872932052014314
3.3586480617523193,-3.367066053080979,1,7.8844291806582065
3.4508423805236816,-3.3441408716738295,1,7.872932052014314
3.528660535812378,-3.354329841188118,1,7.878041886967155
3.592155694961548,-3.354329841188118,1,7.878041886967155
3.670395851135254,-3.3441408716738295,1,7.872932052014314
3.7478883266448975,-3.3441408716738295,1,7.872932052014314
3.825643301010132,-3.3466881140524016,1,7.874209510752524
3.9040024280548096,-3.3568770835666903,1,7.879319345705365
3.967820405960083,-3.3568770835666903,1,7.879319345705365
4.045334339141846,-3.3568770835666903,1,7.879319345705365
4.122787952423096,-3.3441408716738295,1,7.872932052014314
4.200544357299805,-3.351782598809546,1,7.876764428228945
4.2639710903167725,-3.3390463869166886,1,7.870377134537895
4.3428850173950195,-3.3466881140524016,1,7.874209510752524
4.421710729598999,-3.354329841188118,1,7.878041886967155
4.500847339630127,-3.3263101750238278,1,7.863989840846844
4.576540470123291,-3.354329841188118,1,7.878041886967155
4.654123544692993,-3.354329841188118,1,7.878041886967155
4.71741795539856,-3.3415936292952573,1,7.871654593276103
4.780008792877197,-3.3339519021595443,1,7.867822217061475
4.872882843017578,-3.3619715683238347,1,7.8818742631817855
4.936088562011719,-3.3339519021595443,1,7.867822217061475
5.013656139373779,-3.3364991445381165,1,7.869099675799685
5.0920188426971436,-3.349235356430974,1,7.875486969490734
5.171304941177368,-3.349235356430974,1,7.875486969490734
5.2502851486206055,-3.351782598809546,1,7.876764428228945
5.326097249984741,-3.364518810702407,1,7.8831517219199965
5.387682199478149,-3.3441408716738295,1,7.872932052014314
5.466070175170898,-3.3466881140524016,1,7.874209510752524
5.5446457862854,-3.349235356430974,1,7.875486969490734
5.622884511947632,-3.3594243259452625,1,7.8805968044435755
5.702583312988281,-3.3441408716738295,1,7.872932052014314
5.7808380126953125,-3.354329841188118,1,7.878041886967155
5.85766339302063,-3.3568770835666903,1,7.879319345705365
5.935736417770386,-3.354329841188118,1,7.878041886967155
6.013270378112793,-3.3415936292952573,1,7.871654593276103
6.090550422668457,-3.3415936292952573,1,7.871654593276103
6.168440341949463,-3.349235356430974,1,7.875486969490734
6.262883901596069,-3.354329841188118,1,7.878041886967155
6.3405492305755615,-3.354329841188118,1,7.878041886967155
6.418704271316528,-3.3390463869166886,1,7.870377134537895
6.496644973754883,-3.3441408716738295,1,7.872932052014314
6.55981707572937,-3.367066053080979,1,7.8844291806582065
6.623194932937622,-3.3568770835666903,1,7.879319345705365
6.701208829879761,-3.3441408716738295,1,7.872932052014314
6.779577732086182,-3.3364991445381165,1,7.869099675799685
6.856992483139038,-3.351782598809546,1,7.876764428228945
6.935338258743286,-3.364518810702407,1,7.8831517219199965
7.014298915863037,-3.349235356430974,1,7.875486969490734
7.091891527175903,-3.3466881140524016,1,7.874209510752524
7.17085075378418,-3.364518810702407,1,7.8831517219199965
7.247791290283203,-3.3594243259452625,1,7.8805968044435755
7.326786994934082,-3.354329841188118,1,7.878041886967155
7.405139923095703,-3.3390463869166886,1,7.870377134537895
7.481921911239624,-3.354329841188118,1,7.878041886967155
7.590786695480347,-3.364518810702407,1,7.8831517219199965
7.668151617050171,-3.3441408716738295,1,7.872932052014314
7.745584964752197,-3.354329841188118,1,7.878041886967155
7.822752237319946,-3.3594243259452625,1,7.8805968044435755
7.900712966918945,-3.3441408716738295,1,7.872932052014314
7.978204727172852,-3.351782598809546,1,7.876764428228945
8.05659031867981,-3.3568770835666903,1,7.879319345705365
