time_elapsed,voltage,temperature,pH_uncorrected
0.10307693481445312,1.3504268320341062,1,7.971259509721042
1.0480561256408691,1.3427851048983932,1,8.018255937610753
1.2359633445739746,1.3402378625198175,1,8.03392141357402
1.4720947742462158,1.3427851048983932,1,8.018255937610753
1.6721391677856445,1.3427851048983932,1,8.018255937610753
1.9059550762176514,1.3427851048983932,1,8.018255937610753
2.107205867767334,1.3427851048983932,1,8.018255937610753
2.2960257530212402,1.3478795896555305,1,7.986924985684308
2.5310819149017334,1.3427851048983932,1,8.018255937610753
2.7490394115448,1.3427851048983932,1,8.018255937610753
2.9720821380615234,1.3402378625198175,1,8.03392141357402
3.192086696624756,1.3427851048983932,1,8.018255937610753
3.430109977722168,1.3478795896555305,1,7.986924985684308
3.6350760459899902,1.3478795896555305,1,7.986924985684308
3.853501319885254,1.3478795896555305,1,7.986924985684308
4.039119482040405,1.3478795896555305,1,7.986924985684308
4.227423191070557,1.3402378625198175,1,8.03392141357402
4.445964336395264,1.3351433777626731,1,8.06525236550051
4.664027452468872,1.3402378625198175,1,8.03392141357402
4.868013858795166,1.3427851048983932,1,8.018255937610753
5.057971000671387,1.3427851048983932,1,8.018255937610753
5.2280919551849365,1.3351433777626731,1,8.06525236550051
5.4159629344940186,1.3351433777626731,1,8.06525236550051
5.631936550140381,1.3504268320341062,1,7.971259509721042
5.851176977157593,1.3351433777626731,1,8.06525236550051
6.0550243854522705,1.3402378625198175,1,8.03392141357402
6.242988348007202,1.3427851048983932,1,8.018255937610753
6.46299147605896,1.3427851048983932,1,8.018255937610753
6.652087211608887,1.3478795896555305,1,7.986924985684308
6.838417291641235,1.3427851048983932,1,8.018255937610753
7.009216785430908,1.3402378625198175,1,8.03392141357402
7.229482889175415,1.3351433777626731,1,8.06525236550051
7.415977716445923,1.3427851048983932,1,8.018255937610753
7.602910757064819,1.3478795896555305,1,7.986924985684308
7.821082592010498,1.3402378625198175,1,8.03392141357402
8.054025650024414,1.3402378625198175,1,8.03392141357402
8.258580923080444,1.3427851048983932,1,8.018255937610753
8.446024417877197,1.3427851048983932,1,8.018255937610753
8.616969108581543,1.3427851048983932,1,8.018255937610753
8.834300518035889,1.3427851048983932,1,8.018255937610753
9.022042512893677,1.3427851048983932,1,8.018255937610753
9.239240646362305,1.3402378625198175,1,8.03392141357402
9.459131002426147,1.3351433777626731,1,8.06525236550051
9.647218704223633,1.3478795896555305,1,7.986924985684308
