time_elapsed,voltage,temperature,pH_uncorrected
0.01618480682373047,-0.723028464123388,1,7.690347478860006
0.34034013748168945,-0.7204812217448158,1,7.688911085547712
0.4337632656097412,-0.7561426150448227,1,7.709020591919825
0.5275588035583496,-0.7357646760162453,1,7.697529445421474
0.6044402122497559,-0.7255757065019601,1,7.691783872172301
0.6977183818817139,-0.7408591607733896,1,7.700402232046062
0.7744219303131104,-0.7332174336376767,1,7.696093052109182
0.8504207134246826,-0.7561426150448227,1,7.709020591919825
0.9274163246154785,-0.7434064031519618,1,7.701838625358356
1.0059375762939453,-0.7281229488805323,1,7.6932202654845945
1.0844173431396484,-0.7306701912591045,1,7.694656658796888
1.1620988845825195,-0.745953645530534,1,7.70327501867065
1.2384846210479736,-0.7306701912591045,1,7.694656658796888
1.3153929710388184,-0.7485008879091062,1,7.704711411982943
1.3933472633361816,-0.7408591607733896,1,7.700402232046062
1.4723634719848633,-0.7281229488805323,1,7.6932202654845945
1.5494778156280518,-0.7485008879091062,1,7.704711411982943
1.641310453414917,-0.7255757065019601,1,7.691783872172301
1.7184393405914307,-0.7332174336376767,1,7.696093052109182
1.7973926067352295,-0.7510481302876784,1,7.706147805295237
1.8745529651641846,-0.7434064031519618,1,7.701838625358356
1.9505012035369873,-0.7281229488805323,1,7.6932202654845945
2.059499979019165,-0.7434064031519618,1,7.701838625358356
2.1353561878204346,-0.7408591607733896,1,7.700402232046062
2.21258282661438,-0.7510481302876784,1,7.706147805295237
2.2905290126800537,-0.7357646760162453,1,7.697529445421474
2.3666210174560547,-0.7383119183948175,1,7.698965838733768
2.4463822841644287,-0.7306701912591045,1,7.694656658796888
2.5243890285491943,-0.7306701912591045,1,7.694656658796888
2.6005351543426514,-0.745953645530534,1,7.70327501867065
2.6777772903442383,-0.7306701912591045,1,7.694656658796888
2.7564125061035156,-0.710292252230527,1,7.683165512298537
2.8325881958007812,-0.7281229488805323,1,7.6932202654845945
2.9121575355529785,-0.745953645530534,1,7.70327501867065
2.9905319213867188,-0.7383119183948175,1,7.698965838733768
3.0673694610595703,-0.7357646760162453,1,7.697529445421474
3.1451611518859863,-0.7357646760162453,1,7.697529445421474
3.223378896713257,-0.710292252230527,1,7.683165512298537
3.3004682064056396,-0.7332174336376767,1,7.696093052109182
3.393883466720581,-0.7306701912591045,1,7.694656658796888
3.4724533557891846,-0.723028464123388,1,7.690347478860006
3.5484960079193115,-0.7485008879091062,1,7.704711411982943
3.6276843547821045,-0.7434064031519618,1,7.701838625358356
3.7063846588134766,-0.7281229488805323,1,7.6932202654845945
3.7821531295776367,-0.7434064031519618,1,7.701838625358356
3.8605833053588867,-0.7281229488805323,1,7.6932202654845945
3.9404385089874268,-0.7306701912591045,1,7.694656658796888
4.016664266586304,-0.7332174336376767,1,7.696093052109182
4.095385313034058,-0.7434064031519618,1,7.701838625358356
4.173350811004639,-0.7332174336376767,1,7.696093052109182
4.249499559402466,-0.7586898574233949,1,7.710456985232119
4.325644016265869,-0.7179339793662436,1,7.687474692235418
4.402994871139526,-0.7306701912591045,1,7.694656658796888
4.47864294052124,-0.745953645530534,1,7.70327501867065
4.5546698570251465,-0.7383119183948175,1,7.698965838733768
4.632857322692871,-0.7561426150448227,1,7.709020591919825
4.710141658782959,-0.7383119183948175,1,7.698965838733768
4.786967515945435,-0.7434064031519618,1,7.701838625358356
4.87969183921814,-0.745953645530534,1,7.70327501867065
4.956486701965332,-0.723028464123388,1,7.690347478860006
5.032279968261719,-0.7485008879091062,1,7.704711411982943
