time_elapsed,voltage,temperature,pH_uncorrected
0.023935794830322266,-0.8784102492162695,1,7.764624392957747
0.38150787353515625,-0.8656740373234122,1,7.757437293276961
0.47408032417297363,-0.8503905830519791,1,7.748812773660016
0.5678455829620361,-0.8784102492162695,1,7.764624392957747
0.6615939140319824,-0.8605795525662678,1,7.754562453404646
0.7543461322784424,-0.8733157644591287,1,7.7617495530854335
0.8331356048583984,-0.8656740373234122,1,7.757437293276961
0.9265904426574707,-0.8580323101876957,1,7.753125033468488
1.0045101642608643,-0.8682212797019844,1,7.758874713213118
1.0838055610656738,-0.8707685220805566,1,7.760312133149276
1.1615841388702393,-0.8656740373234122,1,7.757437293276961
1.2398114204406738,-0.8784102492162695,1,7.764624392957747
1.318333387374878,-0.8682212797019844,1,7.758874713213118
1.3951826095581055,-0.8478433406734105,1,7.747375353723861
1.472865104675293,-0.8707685220805566,1,7.760312133149276
1.5526516437530518,-0.8656740373234122,1,7.757437293276961
1.6304435729980469,-0.8503905830519791,1,7.748812773660016
1.7241268157958984,-0.8682212797019844,1,7.758874713213118
1.803952693939209,-0.8758630068377009,1,7.763186973021591
1.8820476531982422,-0.8529378254305513,1,7.750250193596173
1.9599957466125488,-0.8580323101876957,1,7.753125033468488
2.0387704372406006,-0.8733157644591287,1,7.7617495530854335
2.116562604904175,-0.86312679494484,1,7.755999873340803
2.2238190174102783,-0.8784102492162695,1,7.764624392957747
2.3015756607055664,-0.8733157644591287,1,7.7617495530854335
2.3793675899505615,-0.8554850678091235,1,7.751687613532331
2.4591541290283203,-0.8554850678091235,1,7.751687613532331
2.5359487533569336,-0.8835047339734139,1,7.767499232830062
2.6142897605895996,-0.86312679494484,1,7.755999873340803
2.6911392211914062,-0.8758630068377009,1,7.763186973021591
2.7689309120178223,-0.8733157644591287,1,7.7617495530854335
2.846722364425659,-0.8682212797019844,1,7.758874713213118
2.941505193710327,-0.8733157644591287,1,7.7617495530854335
3.019261598587036,-0.8809574915948417,1,7.766061812893905
3.0970540046691895,-0.8580323101876957,1,7.753125033468488
3.176833152770996,-0.8682212797019844,1,7.758874713213118
3.2536423206329346,-0.8835047339734139,1,7.767499232830062
3.3314340114593506,-0.86312679494484,1,7.755999873340803
3.4092259407043457,-0.8809574915948417,1,7.766061812893905
3.487060308456421,-0.8682212797019844,1,7.758874713213118
3.5963077545166016,-0.8554850678091235,1,7.751687613532331
3.676062822341919,-0.8682212797019844,1,7.758874713213118
3.751859664916992,-0.8707685220805566,1,7.760312133149276
3.8286547660827637,-0.8682212797019844,1,7.758874713213118
3.906446695327759,-0.8885992187305582,1,7.770374072702377
3.9852352142333984,-0.8682212797019844,1,7.758874713213118
4.062981367111206,-0.86312679494484,1,7.755999873340803
4.1413657665252686,-0.8885992187305582,1,7.770374072702377
4.219158411026001,-0.8758630068377009,1,7.763186973021591
4.295952796936035,-0.8784102492162695,1,7.764624392957747
4.371750354766846,-0.8784102492162695,1,7.764624392957747
